2068	0002	CAS-01	0	1	450000
2069	0002	CAS-02	0	1	450000
2070	0002	CAS-03	0	2	550000
2071	0002	CAS-04	0	0	-232300
2072	0002	CAS-05	0	0	0
2073	0002	CAS-06	0	2	750000
2074	0002	CAS-07	0	0	-287935
2075	0002	CAS-08	0	0	-8786.82
2076	0002	CAS-09	0	2	750000
2077	0002	CAS-10	0	1	450000
2079	0002	CAS-12	0	1	450000
2080	0002	CAS-13	0	16	1211800
2081	0002	CAS-14	0	0	0
2082	0002	CAS-15	0	18	1131960
2083	0002	CAS-16	0	1	450000
2084	0002	CAS-17	0	16	1211800
2085	0002	CAS-18	0	1	450000
2086	0002	CAS-19	0	1	450000
2087	0002	CAS-20	0	1	450000
2088	0002	CAS-21	0	2	749635
2089	0002	CAS-22	0	0	0
2090	0002	CAS-23	0	0	-7
2091	0002	CAS-24	0	0	0
2092	0002	CAS-25	0	0	0
2093	0002	CAS-26	0	1	450000
2094	0002	CAS-27	0	1	450000
2095	0002	CAS-28	0	1	35
2120	0002	CEP-01	0	0	0
2121	0002	CEP-02	0	1	450000
2122	0002	CEP-03	0	1	449185.8
2123	0002	CEP-04	0	2	750000
2124	0002	CEP-05	0	1	20000
2125	0002	CEP-06	0	0	0
2048	0002	CER-011	0	0	0
2049	0002	CER-021	0	0	0
2050	0002	CER-031	0	0	0
2051	0002	CER-041	0	0	0
2052	0002	CER-051	0	0	0
2257	0002	CER-07	0	0	0
2039	0002	CLN-01	0	2	660000
2040	0002	CLN-02	0	1	450000
2041	0002	CLN-03	0	1	450000
2042	0002	CLN-04	0	0	0
2043	0002	CLN-05	0	2	750000
2044	0002	CLN-06	0	4	950000
2045	0002	CLN-07	0	0	0
2046	0002	CLN-08	0	0	0
2047	0002	CLN-09	0	1	450000
2054	0002	CLS-01	0	0	-471115.2
2055	0002	CLS-02	0	1	450000
2056	0002	CLS-03	0	18	1211937
2057	0002	CLS-04	0	2	750000
2058	0002	CLS-05	0	0	-85808.26
2059	0002	CLS-06	0	0	-130000
2162	0002	CM2-02	0	1	450000
2163	0002	CM2-03	0	1	450000
2164	0002	CM2-04	0	2	750000
2165	0002	CM2-05	0	1	450000
2166	0002	CM2-06	0	3	869486.96
2167	0002	CM2-07	0	2	549891
2168	0002	CM2-08	0	6	1059499.98
2169	0002	CM2-09	0	1	450000
2170	0002	CM2-10	0	0	-250000
2171	0002	CM2-11	0	1	450000
2172	0002	CM2-12	0	1	450000
2173	0002	CM2-13	0	1	450000
2150	0002	CM3-01	0	0	0
2151	0002	CM3-02	0	2	570870.8
2152	0002	CM3-03	0	3	825000
2153	0002	CM3-04	0	1	450000
2154	0002	CM3-05	0	0	0
2155	0002	CM3-06	0	28	1211987.04
2156	0002	CM3-07	0	37	1211987.02
2157	0002	CM3-08	0	0	0
2158	0002	CM3-09	0	1	450000
2160	0002	CM3-10	0	4	950000
2126	0002	CNU-01	0	0	0
2127	0002	CNU-02	0	1	450000
2128	0002	CNU-03	0	2	505000
2130	0002	CNU-05	0	2	505000
2132	0002	CNU-07	0	0	0
2133	0002	CNU-08	0	1	450000
2134	0002	CNU-09	0	19	1211960
2135	0002	CNU-10	0	1	400000
2136	0002	CNU-11	0	8	1164000
2175	0002	COR-02	0	29	1211986.98
2177	0002	COR-04	0	20	1211978
2178	0002	COR-05	0	37	1211987.84
2179	0002	COR-06	0	28	1211986.98
2180	0002	COR-07	0	37	1211987.92
2181	0002	COR-08	0	0	-75000.08
2182	0002	COR-09	0	29	1211986.98
2183	0002	COR-10	0	23	1211984.38
2184	0002	COR-11	0	37	1211987.92
2185	0002	COR-12	0	7	1131483.8
2186	0002	COR-13	0	6	1100000
2187	0002	COR-14	0	26	1211986.8
2188	0002	COR-15	0	2	750000
2189	0002	COR-16	0	1	450000
2190	0002	COR-17	0	23	1211984.05
2191	0002	COR-18	0	1	450000
2192	0002	COR-19	0	17	1211900
2193	0002	COR-20	0	37	1211987.92
2194	0002	COR-21	0	37	1211987.92
2195	0002	COR-22	0	2	749987.74
2196	0002	COR-23	0	5	1030000
2197	0002	COR-24	0	1	135000
2198	0002	COR-25	0	26	1211986.74
2200	0002	COR-27	0	37	1211987.92
2201	0002	COR-28	0	1	450000
2202	0002	COR-29	0	1	450000
2203	0002	COR-30	0	26	1211985.8
2205	0002	COR-32	0	26	1211986.77
2206	0002	COR-33	0	2	459000
2207	0002	COR-34	0	21	1211982
2208	0002	COR-35	0	19	1211960
2210	0002	COR-37	0	24	1211985.1
2211	0002	COR-38	0	13	1209000
2213	0002	COR-40	0	22	1211983.5
2214	0002	COR-41	0	0	0
2215	0002	COR-42	0	37	1211987.92
2216	0002	COR-43	0	3	500000
2217	0002	COR-44	0	21	1211980.8
2218	0002	COR-45	0	37	1211987.92
2220	0002	COR-47	0	25	1211985.8
2223	0002	COR-50	0	3	870000
2227	0002	COR-54	0	7	1109000
2228	0002	COR-55	0	25	1211982.8
2229	0002	COR-56	0	1	450000
2230	0002	COR-57	0	0	0
2231	0002	COR-58	0	24	1211985.5
2232	0002	COR-59	0	4	916480.18
2233	0002	COR-60	0	1	450000
2234	0002	COR-61	0	26	1211986.8
2235	0002	COR-62	0	27	1211986.86
2236	0002	COR-63	0	1	450000
2237	0002	COR-64	0	4	950000
2238	0002	COR-65	0	29	1211986.98
2239	0002	COR-66	0	2	530000
2240	0002	COR-67	0	3	870000
2241	0002	COR-68	0	26	1211986.6
2242	0002	COR-69	0	26	1211986.7
2245	0002	COR-72	0	34	1211987.74
2246	0002	COR-73	0	22	1211984
2247	0002	COR-74	0	30	1211987.44
2248	0002	COR-75	0	2	749979.4
2249	0002	COR-76	0	16	1211800
2138	0002	CPL-01	0	1	450000
2139	0002	CPL-02	0	0	0
2140	0002	CPL-03	0	1	450000
2096	0002	CRP-01	0	0	0
2097	0002	CRP-02	0	1	450000
2098	0002	CRP-03	0	1	450000
2099	0002	CRP-04	0	37	1211987.89
2100	0002	CRP-05	0	13	1208900
2101	0002	CRP-06	0	0	0
2102	0002	CRP-07	0	1	450000
2103	0002	CRP-08	0	1	450000
2105	0002	CRP-10	0	2	750000
2106	0002	CRP-11	0	26	1211986.68
2107	0002	CRP-12	0	0	0
2108	0002	CRP-13	0	10	1171000
2109	0002	CRP-14	0	35	1211986.92
